block_id	Bm_gene	Bm_chrf	Bm_statrtsite	Bm_length	Bm_sign	Pr_gene	Pr_chrf	Pr_statrtsite	Pr_length	Pr_sign	Sl_gene	Sl_chrf	Sl_statrtsite	Sl_length	Sl_sign	Tn_gene	Tn_chrf	Tn_statrtsite	Tn_length	Tn_sign	Hmel_gene	Hmel_chrf	Hmel_statrtsite	Hmel_length	Hmel_sign
0	KWMTBOMO09874	16	11117273	34149	-1	SWUPr00071930	6	15316728	19788	-1	SWUSl0136410	30	12239596	21129	-1	Tni13366	16	9201981	13423	-1	HMEL022589g1.t1	2	374765	5369	-1
0	KWMTBOMO09876	16	11120644	3079	1	SWUPr00071940	6	15338770	3436	1	SWUSl0136420	30	12263439	1558	1	Tni13367	16	9221138	13409	1	HMEL008607g1.t1	2	391602	1407	1
0	KWMTBOMO09890	16	11296004	7205	1	SWUPr00068280	6	6402252	2744	1	SWUSl0136450	30	12324207	4152	1	Tni13370	16	9255059	16996	1	HMEL033191g1.t1	2	440487	2330	1
176	KWMTBOMO09893	16	11365333	18059	-1	SWUPr00069160	6	9160485	15611	-1	SWUSl0135340	30	10150218	13276	-1	Tni00932	16	7324664	41990	1	HMEL008309g1.t1	2	2598047	9451	-1
176	KWMTBOMO09896	16	11467413	1471	-1	SWUPr00069170	6	9258057	1760	-1	SWUSl0135350	30	10235544	745	-1	Tni00930	16	7263822	1708	1	HMEL008310g1.t1	2	2660650	636	-1
0	KWMTBOMO09897	16	11472823	1370	-1	SWUPr00069180	6	9262793	1040	-1	SWUSl0135360	30	10238980	1324	-1	Tni00929	16	7260163	1040	1	HMEL008311g1.t1	2	2663968	788	-1
0	KWMTBOMO09898	16	11474974	7999	1	SWUPr00069200	6	9266365	8906	1	SWUSl0135370	30	10239396	3536	1	Tni00928	16	7259604	3034	-1	HMEL015534g2.t1	2	2148818	2626	1
0	KWMTBOMO09899	16	11501943	12095	-1	SWUPr00069210	6	9292402	4458	-1	SWUSl0135380	30	10254449	5425	-1	Tni00927	16	7243762	13095	1	HMEL015535g1.t1	2	2163298	7627	-1
176	KWMTBOMO09901	16	11531494	2055	1	SWUPr00069100	6	9090712	8625	-1	SWUSl0135290	30	10097396	10226	-1	Tni00935	16	7386798	4073	1	HMEL017795g1.t1	2	2539438	2842	-1
176	KWMTBOMO09903	16	11542503	3453	-1	SWUPr00069090	6	9071816	6768	1	SWUSl0135280	30	10082096	2942	1	Tni00937	16	7399935	2527	-1	HMEL017794g1.t1	2	2532731	2423	1
176	KWMTBOMO09911	16	11961543	11940	-1	SWUPr00069070	6	8686098	13548	1	SWUSl0135260	30	9607041	10106	1	Tni00942	16	7756275	7790	-1	HMEL015546g1.t1	2	2313933	4878	1
0	KWMTBOMO09912	16	11962964	18834	1	SWUPr00069060	6	8684641	14058	-1	SWUSl0135250	30	9605805	12002	-1	Tni00943	16	7756386	19487	1	HMEL015545g1.t1	2	2313554	13344	-1
0	KWMTBOMO09914	16	12017093	27189	-1	SWUPr00069050	6	8662491	4072	1	SWUSl0135240	30	9586953	3483	1	Tni00944	16	7779701	2899	-1	HMEL015544g1.t1	2	2294001	2990	1
0	KWMTBOMO09915	16	12021454	787	1	SWUPr00069040	6	8659742	635	-1	SWUSl0135230	30	9586450	635	-1	Tni00945	16	7780010	632	1	HMEL015543g1.t1	2	2293377	632	-1
0	KWMTBOMO09916	16	12024313	1927	-1	SWUPr00069030	6	8657176	1700	-1	SWUSl0135220	30	9584384	6322	-1	Tni00946	16	7781395	1697	1	HMEL003560g3.t1	2	1699554	1697	-1
0	KWMTBOMO09924	16	12200884	37977	1	SWUPr00068920	6	8503805	32032	-1	SWUSl0135190	30	9479992	18273	-1	Tni00951	16	7897198	23486	1	HMEL033208g1.t1	2	1578533	18320	-1
0	KWMTBOMO09925	16	12264045	5540	1	SWUPr00068910	6	8454463	8539	-1	SWUSl0135180	30	9449821	7781	-1	Tni00952	16	7929481	5455	1	HMEL008323g1.t1	2	2753887	3951	-1
0	KWMTBOMO09931	16	12324705	94751	1	SWUPr00068870	6	8402345	111358	-1	SWUSl0136340	30	11904772	5896	-1	Tni00958	16	8084695	4781	1	HMEL003557g1.t1	2	1726414	4680	-1
0	KWMTBOMO09966	16	13024867	3906	1	SWUPr00068530	6	7596325	5197	-1	SWUSl0136070	30	11301613	2549	-1	Tni00987	16	8633144	3690	1	HMEL007055g1.t1	2	1235999	1575	-1
0	KWMTBOMO09967	16	13038757	22714	1	SWUPr00068520	6	7585501	20402	-1	SWUSl0136060	30	11292205	15325	-1	Tni00988	16	8639666	12170	1	HMEL007056g1.t1	2	1224509	4589	-1
0	KWMTBOMO09978	16	14007702	3959	1	SWUPr00068380	6	6614742	1543	-1	SWUSl0136520	30	12837744	2352	1	Tni13380	16	9447686	2965	-1	HMEL014162g1.t1	2	603287	2113	-1
0	KWMTBOMO09979	16	14035741	20128	-1	SWUPr00068360	6	6591892	9110	1	SWUSl0136530	30	12854451	10370	-1	Tni13379	16	9433075	8759	1	HMEL014161g1.t1	2	589931	8676	1
0	KWMTBOMO09980	16	14040072	9925	1	SWUPr00068350	6	6586191	18132	-1	SWUSl0136540	30	12856401	12336	1	Tni13378	16	9432201	14244	-1	HMEL014159g1.t1	2	565953	21392	1
0	KWMTBOMO09983	16	14104522	9727	1	SWUPr00068310	6	6476732	9916	-1	SWUSl0136570	30	12885801	4708	-1	Tni13373	16	9351779	10502	-1	HMEL014155-RA	2	520394	6629	-1
177	KWMTBOMO10010	17	275999	10860	-1	SWUPr00051050	4	35227993	12915	1	SWUSl0131160	29	13679810	20002	-1	Tni08906	17	578974	119072	-1	HMEL006667g1.t1	15	514795	13776	-1
0	KWMTBOMO10021	17	501879	8402	-1	SWUPr00051190	4	35437929	1352	-1	SWUSl0131270	29	13987581	3349	-1	Tni13199	17	55607	5765	-1	HMEL032657g1.t1	15	409999	5172	1
0	KWMTBOMO10022	17	502950	23838	1	SWUPr00051200	4	35482297	22967	1	SWUSl0131280	29	14004244	7494	1	Tni13198	17	70043	11059	1	HMEL013363g2.t1	15	395325	9353	-1
177	KWMTBOMO10024	17	600460	2804	1	SWUPr00051220	4	35608311	2594	1	SWUSl0131310	29	14075743	1187	1	Tni13195	17	137001	2998	1	HMEL013366g1.t1	15	324838	1697	-1
0	KWMTBOMO10029	17	666609	10336	-1	SWUPr00051240	4	35654211	30917	-1	SWUSl0131330	29	14139363	54429	-1	Tni20273	17	192584	18110	-1	HMEL013368g1.t1	15	277637	35960	1
0	KWMTBOMO10033	17	721739	7879	-1	SWUPr00051260	4	35736534	33105	-1	SWUSl0131350	29	14164343	12340	-1	Tni13191	17	220132	7747	-1	HMEL013115g1.t1	15	259171	5425	1
0	KWMTBOMO10038	17	749230	4015	1	SWUPr00051300	4	35769036	2978	1	SWUSl0131380	29	14190866	4613	1	Tni13188	17	232356	4173	1	HMEL013113g1.t1	15	240968	3676	-1
177	KWMTBOMO10053	17	1144970	6846	-1	SWUPr00050820	4	34673566	26479	1	SWUSl0130940	29	12883389	23033	-1	Tni08913	17	767911	17879	-1	HMEL002414g1.t1	15	746094	8373	-1
177	KWMTBOMO10057	17	1254601	1008	1	SWUPr00050760	4	34487658	821	-1	SWUSl0131010	29	12999534	227	1	Tni08917	17	852465	818	1	HMEL005803g1.t1	15	832603	707	1
0	KWMTBOMO10058	17	1267740	9257	-1	SWUPr00050750	4	34470524	11217	1	SWUSl0131020	29	13069349	67023	-1	Tni08918	17	903104	49343	-1	HMEL005803g2.t1	15	861841	25839	-1
0	KWMTBOMO10061	17	1365620	12369	-1	SWUPr00050730	4	34334564	15308	1	SWUSl0131030	29	13129911	3438	-1	Tni08920	17	959325	2975	-1	HMEL032668g1.t1	15	908364	6685	-1
0	KWMTBOMO10065	17	1585919	1140	-1	SWUPr00050700	4	34149356	24157	1	SWUSl0131070	29	13375620	33651	-1	Tni08923	17	1100114	16617	-1	HMEL032670g1.t1	15	981200	22426	-1
0	KWMTBOMO10066	17	1664430	53491	1	SWUPr00050690	4	34043697	107319	-1	SWUSl0131090	29	13393849	121440	1	Tni08924	17	1114200	91210	1	HMEL002008g1.t1	15	1027831	35090	1
0	KWMTBOMO10074	17	1896123	15519	-1	SWUPr00050630	4	33716214	20818	1	SWUSl0130870	29	12561321	11558	-1	Tni08929	17	1363315	15961	-1	HMEL002010g1.t1	15	1142705	7686	-1
0	KWMTBOMO10075	17	1904194	1653	1	SWUPr00050620	4	33711901	955	-1	SWUSl0130880	29	12576564	580	1	Tni08930	17	1363841	3841	1	HMEL002011g1.t1	15	1144953	895	1
0	KWMTBOMO10091	17	2167423	2084	-1	SWUPr00050380	4	33242926	1874	1	SWUSl0001330	31	5539737	1907	-1	Tni08953	17	1638630	1940	-1	HMEL000017-RA	15	1388578	2290	-1
0	KWMTBOMO10101	17	2287104	4920	-1	SWUPr00050420	4	33259733	3917	1	SWUSl0130820	29	12339397	7710	1	Tni08948	17	1628844	4657	-1	HMEL000013-RA	15	1373774	11470	-1
0	KWMTBOMO10102	17	2291974	638	-1	SWUPr00050400	4	33248617	6077	1	SWUSl0130790	29	12324847	9950	1	Tni08950	17	1633097	1254	-1	HMEL000015g1.t1	15	1378723	991	-1
0	KWMTBOMO10110	17	2335985	11894	1	SWUPr00050370	4	33238803	7186	-1	SWUSl0130760	29	12315321	8504	-1	Tni08954	17	1639365	4647	1	HMEL032676g1.t1	15	1392231	4672	1
0	KWMTBOMO10111	17	2351735	1662	1	SWUPr00050360	4	33228236	1523	-1	SWUSl0130750	29	12303502	5092	-1	Tni08955	17	1647691	1523	1	HMEL000019-RA	15	1398403	1493	1
0	KWMTBOMO10112	17	2357015	22990	1	SWUPr00050350	4	33221958	15281	-1	SWUSl0130740	29	12297720	12603	-1	Tni08956	17	1651958	16886	1	HMEL000020g1.t1	15	1403148	7568	1
177	KWMTBOMO10115	17	2408095	1827	1	SWUPr00050320	4	33183808	1838	-1	SWUSl0130710	29	12262751	1244	-1	Tni08958	17	1683098	1103	1	HMEL032677g1.t1	15	1424288	996	1
0	KWMTBOMO10116	17	2414484	1856	-1	SWUPr00050310	4	33178980	2636	1	SWUSl0130700	29	12256703	2951	1	Tni08959	17	1690555	4331	-1	HMEL000024-RA	15	1428068	2696	-1
0	KWMTBOMO10117	17	2414785	5277	1	SWUPr00050300	4	33175471	2148	-1	SWUSl0130690	29	12252852	1636	-1	Tni08960	17	1691117	1240	1	HMEL032678g1.t1	15	1428334	1652	1
177	KWMTBOMO10118	17	2434094	1105	-1	SWUPr00050280	4	33164030	1114	1	SWUSl0130670	29	12239259	6525	1	Tni08962	17	1700167	3677	-1	HMEL002024g1.t1	15	1437646	1225	-1
0	KWMTBOMO10138	17	3022699	2713	-1	SWUPr00050150	4	32455658	7024	1	SWUSl0130530	29	11708065	2402	1	Tni09015	17	2855229	3415	-1	HMEL000039-RA	15	1821121	3568	-1
0	KWMTBOMO10139	17	3026039	2928	-1	SWUPr00050140	4	32451718	2864	1	SWUSl0130520	29	11704134	2912	1	Tni09016	17	2858453	2888	-1	HMEL000040-RA	15	1824558	2926	-1
0	KWMTBOMO10140	17	3027400	2141	1	SWUPr00050100	4	32417242	3479	1	SWUSl0130480	29	11676844	1954	1	Tni09020	17	2876715	3792	-1	HMEL000044g1.t1	15	1842372	2097	-1
177	KWMTBOMO10143	17	3052070	3853	1	SWUPr00050120	4	32430049	4332	1	SWUSl0130500	29	11688605	6639	1	Tni09018	17	2867446	2796	-1	HMEL000042-RA	15	1833158	3371	-1
0	KWMTBOMO10144	17	3062769	5775	-1	SWUPr00050130	4	32444023	7648	-1	SWUSl0130510	29	11703457	6523	-1	Tni09017	17	2858976	4401	1	HMEL000041-RA	15	1825269	4527	1
0	KWMTBOMO10145	17	3067220	727	1	SWUPr00050090	4	32415737	427	-1	SWUSl0130470	29	11676176	587	-1	Tni09021	17	2876718	1784	1	HMEL000045g1.t1	15	1843182	743	1
0	KWMTBOMO10146	17	3072859	1459	-1	SWUPr00050060	4	32410792	3467	-1	SWUSl0130460	29	11674791	1346	-1	Tni09022	17	2879061	7905	1	HMEL032684g1.t1	15	1845440	1355	-1
0	KWMTBOMO10147	17	3092103	3269	-1	SWUPr00050050	4	32404274	1437	1	SWUSl0130450	29	11666540	1932	1	Tni09023	17	2888070	3313	-1	HMEL000047-RA	15	1849462	2618	-1
0	KWMTBOMO10148	17	3094774	1677	1	SWUPr00050040	4	32402779	1265	-1	SWUSl0130440	29	11665745	390	-1	Tni09024	17	2888273	1912	1	HMEL000048g1.t1	15	1849888	2478	1
177	KWMTBOMO10159	17	3284454	74514	1	SWUPr00049960	4	32192069	51493	-1	SWUSl0130380	29	11477990	46578	-1	Tni13664	17	3022949	40308	1	HMEL000053-RA	15	1979787	18729	1
177	KWMTBOMO10163	17	3377643	4668	-1	SWUPr00049910	4	32055929	17195	1	SWUSl0130360	29	11409427	11379	1	Tni13666	17	3076785	8015	-1	HMEL000055g3.t1	15	2030606	5562	-1
0	KWMTBOMO10167	17	3413283	2349	-1	SWUPr00049890	4	32009864	2993	1	SWUSl0130340	29	11386984	11435	1	Tni13669	17	3094552	3059	-1	HMEL012429g1.t1	1	9691021	3053	1
177	KWMTBOMO10178	17	3784358	6536	1	SWUPr00049740	4	31585208	45275	-1	SWUSl0130190	29	11026162	2940	-1	Tni03951	17	3349772	19752	1	HMEL015100g2.t1	15	2306440	4476	1
177	KWMTBOMO10179	17	3797898	1433	1	SWUPr00049730	4	31533708	1823	-1	SWUSl0130180	29	11015085	1331	-1	Tni03952	17	3372509	1847	1	HMEL015101g1.t1	15	2313844	1859	1
177	KWMTBOMO10182	17	3936507	27631	-1	SWUPr00049710	4	31380623	17932	1	SWUSl0130160	29	10871128	38316	1	Tni03955	17	3488526	35151	-1	HMEL011564g1.t1	15	2409777	29467	-1
177	KWMTBOMO10188	17	4149682	8075	-1	SWUPr00049590	4	31098512	9304	1	SWUSl0130080	29	10691161	10825	1	Tni03962	17	3621358	13615	-1	HMEL006363g1.t1	15	2533093	8125	-1
177	KWMTBOMO10193	17	4198932	8223	-1	SWUPr00049570	4	31038076	10444	1	SWUSl0130050	29	10652576	12589	1	Tni03965	17	3653874	10772	-1	HMEL037781g1.t1	15	2560129	4696	-1
177	KWMTBOMO10196	17	4273543	4410	1	SWUPr00049530	4	30905414	4002	-1	SWUSl0130010	29	10568952	3456	-1	Tni03969	17	3716430	5015	1	HMEL022412g1.t1	15	2633821	2316	1
177	KWMTBOMO10208	17	5005638	7914	1	SWUPr00049390	4	30277513	11529	-1	SWUSl0129790	29	9713942	5863	-1	Tni03985	17	4363813	8156	1	HMEL003724g1.t1	15	3007660	4313	1
177	KWMTBOMO10210	17	5024377	1029	-1	SWUPr00049370	4	30248454	793	1	SWUSl0129770	29	9691264	1737	1	Tni03987	17	4380504	1007	-1	HMEL011882g1.t1	15	3030329	581	-1
0	KWMTBOMO10211	17	5027537	1579	-1	SWUPr00049350	4	30235427	1726	1	SWUSl0129740	29	9673267	1505	1	Tni03989	17	4391595	3189	-1	HMEL011883g1.t1	15	3032635	1264	-1
0	KWMTBOMO10212	17	5028808	6856	1	SWUPr00049340	4	30233419	7311	-1	SWUSl0129730	29	9669117	3229	-1	Tni03990	17	4392103	4003	1	HMEL011884g1.t1	15	3033732	3931	1
177	KWMTBOMO10214	17	5050747	6862	-1	SWUPr00049320	4	30202677	12140	1	SWUSl0129710	29	9641193	16300	1	Tni03991	17	4409568	14761	-1	HMEL011885g1.t1	15	3046483	7128	-1
177	KWMTBOMO10215	17	5053408	10919	1	SWUPr00049310	4	30201146	14299	-1	SWUSl0129700	29	9640644	9813	-1	Tni03992	17	4409940	8461	1	HMEL011886g1.t1	15	3047998	9356	1
0	KWMTBOMO10216	17	5085557	17167	-1	SWUPr00049300	4	30164032	19458	1	SWUSl0129690	29	9615535	13111	1	Tni03993	17	4429529	10027	-1	HMEL032728g1.t1	15	3070124	11282	-1
177	KWMTBOMO10221	17	5136288	4001	1	SWUPr00049260	4	30092746	3821	-1	SWUSl0129630	29	9525472	3189	-1	Tni03997	17	4460951	4875	1	HMEL010832g1.t1	15	3103754	3425	1
177	KWMTBOMO10222	17	5143718	3314	1	SWUPr00049250	4	30086929	1994	-1	SWUSl0129620	29	9519544	5674	-1	Tni03998	17	4466303	3775	1	HMEL032732g1.t1	15	3108368	2898	1
177	KWMTBOMO10223	17	5152907	5318	-1	SWUPr00049230	4	30079951	1784	1	SWUSl0129610	29	9500740	10740	1	Tni03999	17	4478188	7013	-1	HMEL032733g1.t1	15	3117916	5948	-1
177	KWMTBOMO10228	17	5264372	7585	1	SWUPr00049180	4	30031891	44366	-1	SWUSl0129580	29	9463136	30474	-1	Tni04002	17	4508636	28530	1	HMEL013591g1.t1	15	3144765	30363	1
177	KWMTBOMO10231	17	5307882	27474	1	SWUPr00049160	4	29949639	21994	-1	SWUSl0129560	29	9391627	24518	-1	Tni04004	17	4563093	20920	1	HMEL032735g1.t1	15	3204245	11383	1
0	KWMTBOMO10232	17	5343711	2932	-1	SWUPr00049150	4	29922808	2762	1	SWUSl0129550	29	9354342	2765	1	Tni04005	17	4586953	2777	-1	HMEL013588g2.t1	15	3220626	2054	-1
178	KWMTBOMO10244	17	5705280	10845	1	SWUPr00048150	4	27249676	13606	1	SWUSl0129460	29	9045633	17130	-1	Tni04011	17	4832871	7936	1	HMEL006152g1.t1	15	4325400	3292	-1
178	KWMTBOMO10246	17	5767400	13113	1	SWUPr00048170	4	27317127	10802	1	SWUSl0129440	29	8995691	10790	-1	Tni04013	17	4875822	8187	1	HMEL004553g1.t1	15	4292963	5723	-1
0	KWMTBOMO10247	17	5807979	22448	-1	SWUPr00048180	4	27357989	21890	-1	SWUSl0129430	29	8967083	13915	1	Tni04014	17	4900869	15131	-1	HMEL032793g1.t1	15	4272443	9358	1
0	KWMTBOMO10248	17	5809820	3740	1	SWUPr00048190	4	27363022	4275	1	SWUSl0129420	29	8963909	2192	-1	Tni04015	17	4900734	14283	1	HMEL004550g1.t1	15	4272021	3037	-1
0	KWMTBOMO10275	17	6637818	4573	-1	SWUPr00048360	4	28093427	6306	-1	SWUSl0129280	29	8110548	3037	1	Tni04035	17	5532475	5768	-1	HMEL008877g1.t1	15	3875183	3626	1
0	KWMTBOMO10276	17	6640259	12806	1	SWUPr00048370	4	28098585	31928	1	SWUSl0129270	29	8109779	13212	-1	Tni04036	17	5532765	11308	1	HMEL008878g1.t1	15	3874825	7190	-1
178	KWMTBOMO10277	17	6662988	4631	-1	SWUPr00048380	4	28169141	32311	-1	SWUSl0129260	29	8064738	25319	1	Tni04037	17	5567058	22098	-1	HMEL008879g2.t1	15	3846916	17282	1
0	KWMTBOMO10281	17	6717009	10067	1	SWUPr00048420	4	28220291	8327	1	SWUSl0129230	29	8018713	13938	-1	Tni04040	17	5599425	7650	1	HMEL008880g1.t1	15	3805965	6634	-1
0	KWMTBOMO10282	17	6742678	8389	-1	SWUPr00048430	4	28244113	7366	-1	SWUSl0129220	29	7996287	7568	1	Tni04041	17	5617037	8590	-1	HMEL032748g1.t1	15	3789537	4846	1
0	KWMTBOMO10283	17	6749558	6223	-1	SWUPr00048440	4	28262270	12839	-1	SWUSl0129210	29	7988491	6162	1	Tni04042	17	5621937	4557	-1	HMEL008883g1.t1	15	3784493	2927	1
0	KWMTBOMO10284	17	6751109	17994	1	SWUPr00048450	4	28263353	30726	1	SWUSl0129190	29	7980453	21246	-1	Tni04043	17	5622448	16828	1	HMEL032747g1.t1	15	3783191	12964	-1
0	KWMTBOMO10285	17	6779598	6554	-1	SWUPr00048460	4	28298756	1484	-1	SWUSl0129180	29	7953982	1806	1	Tni04044	17	5643873	5026	-1	HMEL008886g1.t1	15	3765426	1087	1
0	KWMTBOMO10287	17	6813599	13205	1	SWUPr00048470	4	28306064	49584	1	SWUSl0129170	29	7949481	90164	-1	Tni04045	17	5647939	61893	1	HMEL032746g1.t1	15	3763382	52311	-1
0	KWMTBOMO10292	17	7111934	3076	-1	SWUPr00048560	4	28661873	2115	-1	SWUSl0129090	29	7546549	1584	1	Tni08976	17	2117893	2561	1	HMEL020956g1.t1	15	3420496	2423	1
0	KWMTBOMO10295	17	7120885	2928	1	SWUPr00048590	4	28679068	3344	1	SWUSl0129060	29	7540478	2159	-1	Tni08974	17	2115064	7010	-1	HMEL032739g1.t1	15	3410817	2864	1
0	KWMTBOMO10296	17	7137214	8520	-1	SWUPr00048600	4	28695438	8294	-1	SWUSl0129050	29	7526590	9129	1	Tni08973	17	2102582	6445	1	HMEL009848g1.t1	15	3420126	3974	-1
0	KWMTBOMO10297	17	7151974	11368	-1	SWUPr00048610	4	28710385	13623	-1	SWUSl0129040	29	7519372	6690	1	Tni08972	17	2095542	6720	1	HMEL032790g1.t1	15	4354610	7671	-1
0	KWMTBOMO10298	17	7161565	1780	1	SWUPr00048620	4	28713071	1844	1	SWUSl0129030	29	7518890	1916	-1	Tni08971	17	2094953	1892	-1	HMEL032789g1.t1	15	4355362	1889	1
0	KWMTBOMO10301	17	7255410	4834	1	SWUPr00048640	4	28815881	2502	1	SWUSl0129000	29	7421830	1340	-1	Tni08968	17	1978660	1535	-1	HMEL032764g1.t1	15	4453405	1195	-1
0	KWMTBOMO10338	17	7856823	36695	1	SWUPr00048990	4	29451070	43283	1	SWUSl0128980	29	7412556	19842	-1	Tni04053	17	5753579	17479	1	HMEL032778g1.t1	15	4765746	19640	1
178	KWMTBOMO10343	17	7954364	7441	-1	SWUPr00049030	4	29573074	5537	-1	SWUSl0128950	29	7329581	10589	1	Tni04056	17	5815921	4298	-1	HMEL032783g1.t1	15	4827549	7594	-1
0	KWMTBOMO10344	17	7958215	2851	1	SWUPr00049040	4	29577830	14688	1	SWUSl0128940	29	7328777	3691	-1	Tni04057	17	5818010	7470	1	HMEL002318g1.t1	15	4828284	4045	1
0	KWMTBOMO10345	17	7978354	16990	-1	SWUPr00049050	4	29612040	24639	-1	SWUSl0128930	29	7316778	7111	1	Tni04058	17	5834498	8733	-1	HMEL002319g1.t1	15	4841382	8597	-1
0	KWMTBOMO10348	17	7992915	6553	1	SWUPr00049090	4	29645303	8920	1	SWUSl0128900	29	7304956	3329	-1	Tni04061	17	5844536	5357	1	HMEL002320g2.t1	15	4855339	5350	1
0	KWMTBOMO10349	17	8019184	12159	-1	SWUPr00049100	4	29672202	12833	-1	SWUSl0128890	29	7285694	9914	1	Tni04062	17	5862622	13112	-1	HMEL032785g1.t1	15	4875383	8778	-1
0	KWMTBOMO10350	17	8030434	8808	-1	SWUPr00049110	4	29692059	14539	-1	SWUSl0128880	29	7271279	10925	1	Tni04063	17	5871446	6666	-1	HMEL032786g1.t1	15	4886000	8772	-1
0	KWMTBOMO10352	17	8223515	13126	1	SWUPr00049130	4	29779502	100303	1	SWUSl0128870	29	7206065	86115	-1	Tni04065	17	6037551	10312	1	HMEL016290g1.t1	15	4995522	16072	1
0	KWMTBOMO10354	17	8262464	4853	-1	SWUPr00049140	4	29918671	5457	-1	SWUSl0128860	29	7096978	4045	1	Tni04066	17	6078450	7474	-1	HMEL016291g1.t1	15	5025436	2195	-1
0	KWMTBOMO10380	17	9279920	14551	1	SWUPr00047850	4	26124857	22021	-1	SWUSl0128600	29	6177293	18069	-1	Tni04095	17	6876386	15019	1	HMEL016738g1.t1	15	5612342	10207	1
0	KWMTBOMO10382	17	9295640	6266	1	SWUPr00047840	4	26095263	4580	-1	SWUSl0128590	29	6155861	6849	-1	Tni04097	17	6892218	7145	1	HMEL016737g1.t1	15	5623747	6882	1
0	KWMTBOMO10384	17	9407910	6473	1	SWUPr00047810	4	25975695	2640	-1	SWUSl0128570	29	6061766	15781	-1	Tni04100	17	6971242	1976	1	HMEL016735g1.t1	15	5683043	9023	1
0	KWMTBOMO10385	17	9456099	38721	-1	SWUPr00047800	4	25949891	17992	1	SWUSl0128560	29	5972027	67999	1	Tni04101	17	7004029	31020	-1	HMEL032798g1.t1	15	5703926	10126	-1
179	KWMTBOMO10405	17	10381544	13630	1	SWUPr00047600	4	25078902	7455	-1	SWUSl0128050	29	4877034	78176	1	Tni04122	17	7653630	75905	1	HMEL032811g1.t1	15	5966111	3568	1
0	KWMTBOMO10407	17	10417843	8913	-1	SWUPr00047580	4	25052866	6509	1	SWUSl0128060	29	4962601	5641	-1	Tni04124	17	7737159	3472	-1	HMEL008703g1.t1	15	5977639	1502	-1
0	KWMTBOMO10410	17	10436474	15821	1	SWUPr00047550	4	25029091	15412	-1	SWUSl0128080	29	4974357	11827	1	Tni04126	17	7748744	13639	1	HMEL008705g1.t1	15	5988693	13862	1
0	KWMTBOMO10411	17	10459763	4181	-1	SWUPr00047540	4	25006122	4544	1	SWUSl0128090	29	4992998	3766	-1	Tni04127	17	7768479	2568	-1	HMEL008706g1.t1	15	6008111	2551	-1
0	KWMTBOMO10412	17	10493024	2029	1	SWUPr00047530	4	24998682	1667	-1	SWUSl0128100	29	4993552	1760	1	Tni04128	17	7768891	1730	1	HMEL032814g1.t1	15	6008958	1478	1
179	KWMTBOMO10413	17	10503963	6184	-1	SWUPr00047500	4	24985766	7159	1	SWUSl0128110	29	5001830	3794	-1	Tni04130	17	7778702	5816	-1	HMEL008707g2.t1	15	6016342	3617	-1
179	KWMTBOMO10416	17	10618754	8354	1	SWUPr00047470	4	24854710	8384	-1	SWUSl0128150	29	5160155	4490	1	Tni04135	17	7901993	4858	1	HMEL005570g1.t1	15	6092435	10463	1
0	KWMTBOMO10418	17	10640284	1718	1	SWUPr00047440	4	24830908	1180	1	SWUSl0128180	29	5177154	1185	-1	Tni04138	17	7917235	2113	-1	HMEL005573g1.t1	15	6117547	946	-1
0	KWMTBOMO10419	17	10650953	3551	-1	SWUPr00047450	4	24836130	2624	-1	SWUSl0128170	29	5172567	1734	1	Tni04137	17	7913437	1534	1	HMEL005572g1.t1	15	6112567	1689	1
0	KWMTBOMO10420	17	10661143	4781	-1	SWUPr00047460	4	24841348	2793	-1	SWUSl0128160	29	5166832	3518	1	Tni04136	17	7907847	5408	1	HMEL005571g1.t1	15	6104194	2839	1
0	KWMTBOMO10421	17	10662544	17262	1	SWUPr00047430	4	24823225	16496	-1	SWUSl0128190	29	5177809	6895	1	Tni04139	17	7917579	7209	1	HMEL005574g1.t1	15	6119192	11810	1
0	KWMTBOMO10423	17	10693423	10340	-1	SWUPr00047410	4	24793897	8956	1	SWUSl0128210	29	5191788	5208	-1	Tni04140	17	7932786	7889	-1	HMEL032826g1.t1	15	6144758	9978	-1
0	KWMTBOMO10424	17	10702094	4719	1	SWUPr00047400	4	24788731	2948	-1	SWUSl0128220	29	5193580	3195	1	Tni04141	17	7933038	3226	1	HMEL021237g1.t1	15	6145754	4467	1
0	KWMTBOMO10425	17	10709533	2454	-1	SWUPr00047380	4	24782081	962	1	SWUSl0128230	29	5197744	555	-1	Tni04142	17	7938805	4973	-1	HMEL032827g1.t1	15	6151640	1174	-1
179	KWMTBOMO10429	17	10737774	1310	1	SWUPr00047340	4	24758814	729	-1	SWUSl0128270	29	5216847	740	1	Tni04145	17	7952805	3395	1	HMEL032836g1.t1	15	6369665	746	-1
0	KWMTBOMO10430	17	10743833	3979	-1	SWUPr00047330	4	24751375	5565	1	SWUSl0128280	29	5222339	3602	-1	Tni04146	17	7959005	5005	-1	HMEL032835g1.t1	15	6363426	4668	1
0	KWMTBOMO10431	17	10745524	2111	1	SWUPr00047320	4	24747162	2710	-1	SWUSl0128290	29	5223488	1554	1	Tni04147	17	7959523	4830	1	HMEL032834g1.t1	15	6362321	1825	-1
179	KWMTBOMO10432	17	10802583	52691	-1	SWUPr00047310	4	24739086	2265	1	SWUSl0128300	29	5263121	35254	-1	Tni04148	17	7978081	11236	-1	HMEL032833g1.t1	15	6336877	21332	1
