block_id	Bm_gene	Bm_chrf	Bm_statrtsite	Bm_length	Bm_sign	Pr_gene	Pr_chrf	Pr_statrtsite	Pr_length	Pr_sign
140	KWMTBOMO07766	13	6499793	13161	1	SWUPr00107420	9	21533602	5175	1
0	KWMTBOMO07768	13	6536753	15357	1	SWUPr00107440	9	21572030	8938	1
0	KWMTBOMO07769	13	6567732	13624	-1	SWUPr00107430	9	21598225	59115	-1
0	KWMTBOMO07770	13	6580892	4521	-1	SWUPr00107450	9	21612343	10287	-1
0	KWMTBOMO07771	13	6586903	5341	1	SWUPr00107460	9	21615073	5223	1
0	KWMTBOMO07773	13	6596593	1121	1	SWUPr00107480	9	21626968	1678	1
0	KWMTBOMO07774	13	6599763	3939	1	SWUPr00107500	9	21632471	5694	1
0	KWMTBOMO07775	13	6613352	6691	-1	SWUPr00107510	9	21650193	6510	-1
0	KWMTBOMO07776	13	6622742	7981	-1	SWUPr00107520	9	21662218	7600	-1
0	KWMTBOMO07777	13	6637553	19157	1	SWUPr00107530	9	21665012	40721	1
0	KWMTBOMO07779	13	6667562	4167	-1	SWUPr00107550	9	21718580	2675	-1
0	KWMTBOMO07780	13	6668113	4817	1	SWUPr00107560	9	21720562	6745	1
0	KWMTBOMO07781	13	6673353	3725	1	SWUPr00107570	9	21733646	1031	1
140	KWMTBOMO07782	13	6741103	7782	1	SWUPr00107590	9	21790503	6023	1
0	KWMTBOMO07784	13	6814095	13708	-1	SWUPr00107600	9	21853091	14683	-1
0	KWMTBOMO07785	13	6814706	6474	1	SWUPr00107610	9	21853870	8881	1
140	KWMTBOMO07789	13	6860885	5480	-1	SWUPr00107640	9	21906793	4186	-1
0	KWMTBOMO07798	13	7023426	669	1	SWUPr00107730	9	22045656	488	-1
141	KWMTBOMO07799	13	7029305	1338	-1	SWUPr00107720	9	22039194	320	1
0	KWMTBOMO07800	13	7038815	4812	-1	SWUPr00107740	9	22058219	10174	-1
0	KWMTBOMO07801	13	7040926	3178	1	SWUPr00107750	9	22072750	2153	1
141	KWMTBOMO07802	13	7046285	937	-1	SWUPr00107760	9	22083006	1586	-1
141	KWMTBOMO07803	13	7091945	22880	-1	SWUPr00107780	9	22115745	12587	-1
141	KWMTBOMO07804	13	7181232	19267	-1	SWUPr00107790	9	22212465	31787	-1
141	KWMTBOMO07808	13	7240932	3324	-1	SWUPr00107840	9	22265313	5846	-1
141	KWMTBOMO07809	13	7333073	5623	1	SWUPr00107850	9	22362072	3275	1
141	KWMTBOMO07810	13	7363013	2277	1	SWUPr00107870	9	22412761	5263	1
0	KWMTBOMO07811	13	7368302	2017	-1	SWUPr00107890	9	22431336	1400	-1
0	KWMTBOMO07812	13	7369443	2730	1	SWUPr00107900	9	22439069	2913	1
0	KWMTBOMO07820	13	7460132	7500	-1	SWUPr00107970	9	22507424	20223	-1
0	KWMTBOMO07821	13	7464453	6726	1	SWUPr00107980	9	22510534	10757	1
0	KWMTBOMO07822	13	7472363	10688	1	SWUPr00107990	9	22523759	14602	1
0	KWMTBOMO07824	13	7528242	2150	-1	SWUPr00108020	9	22598857	2136	1
0	KWMTBOMO07825	13	7531373	10988	1	SWUPr00108030	9	22607387	21430	1
141	KWMTBOMO07831	13	7701411	44503	1	SWUPr00108070	9	22888108	1781	1
141	KWMTBOMO07878	13	9026239	5037	-1	SWUPr00108590	9	24187484	2140	-1
141	KWMTBOMO07880	13	9063390	13511	1	SWUPr00108620	9	24242620	11040	1
141	KWMTBOMO07881	13	9114319	30932	-1	SWUPr00108630	9	24272538	13066	-1
0	KWMTBOMO07884	13	9154669	4560	-1	SWUPr00108650	9	24331316	3544	-1
0	KWMTBOMO07885	13	9159690	8945	1	SWUPr00108660	9	24333593	11782	1
0	KWMTBOMO07886	13	9175889	4579	-1	SWUPr00108670	9	24356473	6425	-1
0	KWMTBOMO07888	13	9182960	1724	1	SWUPr00108690	9	24364459	2156	1
0	KWMTBOMO07895	13	9584408	1395	-1	SWUPr00108730	9	24838715	1139	-1
0	KWMTBOMO07896	13	9588029	14941	1	SWUPr00108740	9	24843685	8068	1
141	KWMTBOMO07899	13	9618918	4513	-1	SWUPr00108750	9	24865263	5233	-1
141	KWMTBOMO07902	13	9631219	31345	1	SWUPr00108760	9	24903759	4761	1
141	KWMTBOMO07913	13	9979630	28373	1	SWUPr00108860	9	25277703	33123	1
141	KWMTBOMO07914	13	10017019	1810	-1	SWUPr00108870	9	25320438	2659	-1
0	KWMTBOMO07919	13	10106239	43732	-1	SWUPr00108920	9	25432452	55401	-1
0	KWMTBOMO07928	13	10288147	13006	1	SWUPr00108940	9	25605222	11586	1
0	KWMTBOMO07929	13	10310646	4594	-1	SWUPr00108950	9	25635419	4964	-1
0	KWMTBOMO07930	13	10312537	1558	1	SWUPr00108960	9	25637494	1892	1
141	KWMTBOMO07931	13	10326736	3153	-1	SWUPr00108970	9	25647171	4319	-1
0	KWMTBOMO07933	13	10451196	13699	-1	SWUPr00109000	9	25812318	2855	-1
141	KWMTBOMO07936	13	10480027	7047	1	SWUPr00109020	9	25860841	5445	1
0	KWMTBOMO07938	13	10516336	3913	-1	SWUPr00109050	9	25914748	19334	-1
0	KWMTBOMO07939	13	10535247	14634	1	SWUPr00109060	9	25912081	16037	1
141	KWMTBOMO07943	13	10632074	11715	-1	SWUPr00109100	9	26007726	8909	-1
141	KWMTBOMO07950	13	10872885	2641	1	SWUPr00109170	9	26288456	2162	1
141	KWMTBOMO07951	13	10882504	3723	-1	SWUPr00109180	9	26298249	4440	-1
0	KWMTBOMO07955	13	11166669	66918	-1	SWUPr00109210	9	26618303	85646	-1
0	KWMTBOMO07958	13	11209429	14771	-1	SWUPr00109240	9	26673066	11257	-1
0	KWMTBOMO07960	13	11216670	2092	1	SWUPr00109250	9	26675423	2494	1
0	KWMTBOMO07961	13	11223909	2145	-1	SWUPr00109260	9	26683796	2011	-1
0	KWMTBOMO07962	13	11228440	1616	1	SWUPr00109270	9	26685059	1185	1
0	KWMTBOMO07963	13	11236199	3701	-1	SWUPr00109280	9	26691113	2953	-1
0	KWMTBOMO07964	13	11249860	1104	1	SWUPr00109290	9	26724432	980	1
0	KWMTBOMO07965	13	11255440	2801	1	SWUPr00109300	9	26729237	2967	1
141	KWMTBOMO07972	13	11392969	10367	-1	SWUPr00109360	9	26834888	9787	-1
141	KWMTBOMO07975	13	11629869	1848	1	SWUPr00109400	9	27064030	581	1
141	KWMTBOMO07976	13	11747229	1694	1	SWUPr00109410	9	27177889	1214	1
141	KWMTBOMO07977	13	11775678	6552	-1	SWUPr00109420	9	27206320	1250	-1
141	KWMTBOMO07980	13	11879098	46517	-1	SWUPr00109470	9	27309271	39227	-1
141	KWMTBOMO07984	13	11955024	11162	1	SWUPr00109490	9	27402028	5812	1
141	KWMTBOMO07986	13	11997743	20754	-1	SWUPr00109520	9	27423164	2132	-1
141	KWMTBOMO07988	13	12019454	6675	1	SWUPr00109560	9	27473645	26668	1
141	KWMTBOMO07994	13	12066854	16028	1	SWUPr00109620	9	27553011	17943	1
0	KWMTBOMO07996	13	12091023	5042	-1	SWUPr00109630	9	27582288	5183	-1
0	KWMTBOMO07997	13	12093494	13618	1	SWUPr00109640	9	27590417	8432	1
0	KWMTBOMO08000	13	12153593	36909	-1	SWUPr00109670	9	27654171	26335	-1
0	KWMTBOMO08001	13	12165903	7291	-1	SWUPr00109690	9	27691800	7551	-1
0	KWMTBOMO08002	13	12167594	6442	1	SWUPr00109700	9	27694451	6813	1
0	KWMTBOMO08003	13	12180023	3915	-1	SWUPr00109710	9	27707522	4627	-1
0	KWMTBOMO08006	13	12192024	4466	1	SWUPr00109730	9	27719123	3162	1
0	KWMTBOMO08007	13	12200153	3062	-1	SWUPr00109740	9	27724919	1992	-1
141	KWMTBOMO08010	13	12237154	3704	1	SWUPr00109770	9	27761750	5155	1
141	KWMTBOMO08013	13	12273593	7796	-1	SWUPr00109800	9	27789894	6530	-1
141	KWMTBOMO08020	13	12785255	21998	1	SWUPr00109830	9	28306904	22867	1
141	KWMTBOMO08021	13	12860805	137500	1	SWUPr00109840	9	28376573	143997	1
0	KWMTBOMO08022	13	13015064	11274	-1	SWUPr00109860	9	28556189	15850	-1
0	KWMTBOMO08023	13	13019685	1423	1	SWUPr00109870	9	28559640	1400	1
0	KWMTBOMO08024	13	13026094	4654	-1	SWUPr00109880	9	28567594	5848	-1
0	KWMTBOMO08025	13	13030335	19177	1	SWUPr00109890	9	28571074	11053	1
0	KWMTBOMO08026	13	13084444	30450	-1	SWUPr00109900	9	28621070	33423	-1
0	KWMTBOMO08027	13	13086435	839	1	SWUPr00109910	9	28626290	558	1
0	KWMTBOMO08032	13	13204759	4013	-1	SWUPr00109940	9	28747617	3351	-1
0	KWMTBOMO08033	13	13211150	25091	1	SWUPr00109950	9	28751544	11782	1
0	KWMTBOMO08037	13	13515545	2428	1	SWUPr00110070	9	29226022	1673	1
141	KWMTBOMO08099	13	15943547	8028	1	SWUPr00110480	9	31292701	12466	1
0	KWMTBOMO08100	13	15955376	2731	-1	SWUPr00110490	9	31309987	2767	-1
0	KWMTBOMO08101	13	15955617	4628	1	SWUPr00110500	9	31312953	6795	1
0	KWMTBOMO08102	13	15963106	1125	-1	SWUPr00110510	9	31322141	1250	-1
141	KWMTBOMO08104	13	16003337	9106	1	SWUPr00110530	9	31363609	9934	1
0	KWMTBOMO08105	13	16017846	1445	-1	SWUPr00110540	9	31377731	2672	-1
0	KWMTBOMO08107	13	16024336	1611	-1	SWUPr00110560	9	31384694	1368	-1
0	KWMTBOMO08108	13	16026257	7214	1	SWUPr00110570	9	31385963	6850	1
141	KWMTBOMO08109	13	16042726	8392	-1	SWUPr00110580	9	31402977	6936	-1
0	KWMTBOMO08112	13	16060766	689	-1	SWUPr00110610	9	31421349	642	-1
0	KWMTBOMO08113	13	16062267	5140	1	SWUPr00110620	9	31434081	886	1
141	KWMTBOMO08114	13	16094696	23338	-1	SWUPr00110630	9	31451570	11957	-1
142	KWMTBOMO08127	13	17124160	7538	-1	SWUPr00110900	9	32415201	9444	1
142	KWMTBOMO08130	13	17196951	5085	1	SWUPr00110870	9	32277912	3081	-1
142	KWMTBOMO08133	13	17269961	18493	1	SWUPr00110860	9	32186224	10891	-1
142	KWMTBOMO08138	13	17477060	2974	1	SWUPr00110810	9	31897376	2985	-1
142	KWMTBOMO08140	13	17489980	5183	1	SWUPr00110790	9	31882311	5624	-1
142	KWMTBOMO08148	13	17678390	3601	1	SWUPr00110670	9	31657810	5015	-1
143	KWMTBOMO08157	14	184480	32726	1	SWUPr00111010	10	32733	3392	-1
0	KWMTBOMO08165	14	331529	27057	-1	SWUPr00111150	10	321430	5387	-1
0	KWMTBOMO08167	14	334020	5601	1	SWUPr00111180	10	387281	7222	1
0	KWMTBOMO08168	14	344730	10834	1	SWUPr00111230	10	437826	4863	1
143	KWMTBOMO08180	14	833902	21119	1	SWUPr00111360	10	565796	4166	-1
143	KWMTBOMO08187	14	1161961	30935	1	SWUPr00111450	10	1009613	9646	1
143	KWMTBOMO08191	14	1448660	5805	1	SWUPr00111470	10	1242807	2854	1
143	KWMTBOMO08192	14	1513840	18453	1	SWUPr00111480	10	1293233	24857	1
0	KWMTBOMO08197	14	1638399	4966	-1	SWUPr00111520	10	1444810	7028	-1
0	KWMTBOMO08199	14	1668119	3982	-1	SWUPr00111550	10	1465139	3412	-1
0	KWMTBOMO08200	14	1669830	2305	1	SWUPr00111560	10	1473989	2964	1
0	KWMTBOMO08206	14	1738490	7202	1	SWUPr00111610	10	1574770	8470	1
144	KWMTBOMO08212	14	1919817	9025	1	SWUPr00111630	10	1700540	6448	1
144	KWMTBOMO08213	14	1939616	2765	-1	SWUPr00111640	10	1717650	2486	-1
144	KWMTBOMO08218	14	2114977	5657	1	SWUPr00111670	10	1889223	14334	1
144	KWMTBOMO08220	14	2143946	14484	-1	SWUPr00111680	10	1917022	8706	-1
144	KWMTBOMO08228	14	2300063	11072	-1	SWUPr00111730	10	2128530	11768	-1
145	KWMTBOMO08245	14	2588853	8372	-1	SWUPr00112210	10	2460506	5454	-1
145	KWMTBOMO08247	14	2636733	15687	-1	SWUPr00112230	10	2512680	9406	-1
145	KWMTBOMO08250	14	2812208	1408	-1	SWUPr00112260	10	2674221	1187	-1
145	KWMTBOMO08252	14	2829918	1685	-1	SWUPr00112270	10	2690513	3922	-1
145	KWMTBOMO08255	14	2852568	987	-1	SWUPr00112300	10	2728836	554	-1
0	KWMTBOMO08257	14	2873288	2608	-1	SWUPr00112320	10	2750075	4746	-1
146	KWMTBOMO08262	14	2959589	5278	1	SWUPr00112360	10	2838688	11994	1
146	KWMTBOMO08263	14	2989858	23250	-1	SWUPr00112370	10	2883446	22376	-1
146	KWMTBOMO08264	14	3112534	9098	-1	SWUPr00112390	10	3071222	11016	1
146	KWMTBOMO08271	14	3162035	10274	1	SWUPr00112420	10	3177061	19237	1
146	KWMTBOMO08272	14	3202444	20817	-1	SWUPr00112430	10	3229697	19074	-1
147	KWMTBOMO08282	14	4150735	8984	1	SWUPr00112530	10	4342085	11415	1
147	KWMTBOMO08288	14	4407185	7822	1	SWUPr00112580	10	4598203	6388	1
0	KWMTBOMO08289	14	4424974	6048	-1	SWUPr00112590	10	4619662	10909	-1
0	KWMTBOMO08291	14	4432654	3334	-1	SWUPr00112600	10	4627365	5144	-1
0	KWMTBOMO08292	14	4440694	5728	-1	SWUPr00112610	10	4640567	11296	-1
0	KWMTBOMO08293	14	4465685	4598	1	SWUPr00112620	10	4652325	2483	1
147	KWMTBOMO08307	14	4986994	15068	-1	SWUPr00112730	10	5176513	18097	-1
147	KWMTBOMO08311	14	5058635	8228	1	SWUPr00112770	10	5260142	10577	1
147	KWMTBOMO08312	14	5079014	7348	-1	SWUPr00112780	10	5292090	19721	-1
147	KWMTBOMO08314	14	5227714	23386	-1	SWUPr00112840	10	5450532	30739	-1
147	KWMTBOMO08324	14	5607655	11929	1	SWUPr00112950	10	5889899	3311	1
147	KWMTBOMO08326	14	5634985	713	1	SWUPr00112960	10	5907771	683	1
147	KWMTBOMO08327	14	5640084	1618	-1	SWUPr00112970	10	5914907	1191	-1
0	KWMTBOMO08334	14	5845342	39402	-1	SWUPr00112990	10	6151728	45000	-1
0	KWMTBOMO08335	14	5879023	44791	1	SWUPr00113010	10	6191126	58932	1
148	KWMTBOMO08337	14	5991682	26166	-1	SWUPr00113020	10	6316230	29442	-1
148	KWMTBOMO08339	14	6027853	86136	1	SWUPr00113060	10	6364619	103953	1
148	KWMTBOMO08342	14	6258827	3240	1	SWUPr00113090	10	6691794	5010	1
148	KWMTBOMO08344	14	6302767	1239	1	SWUPr00113110	10	6752482	1178	1
148	KWMTBOMO08354	14	6445716	14562	-1	SWUPr00113150	10	6893717	11031	-1
148	KWMTBOMO08356	14	6486096	6673	-1	SWUPr00113190	10	6945928	6445	-1
0	KWMTBOMO08358	14	6509556	13376	-1	SWUPr00113200	10	6977431	14967	-1
0	KWMTBOMO08360	14	6510877	3487	1	SWUPr00113210	10	6996175	2085	1
148	KWMTBOMO08362	14	6666996	3434	-1	SWUPr00113250	10	7157134	1757	-1
0	KWMTBOMO08369	14	6952996	4182	-1	SWUPr00113330	10	7499151	4593	-1
0	KWMTBOMO08370	14	6958807	15273	1	SWUPr00113340	10	7500486	9899	1
148	KWMTBOMO08377	14	7059316	6713	-1	SWUPr00113470	10	7638409	7272	-1
149	KWMTBOMO08396	14	7665725	5852	-1	SWUPr00114080	10	10493745	8222	1
149	KWMTBOMO08403	14	8018441	12061	1	SWUPr00114030	10	10240407	106659	-1
149	KWMTBOMO08404	14	8064290	19309	-1	SWUPr00114020	10	10087688	33302	1
0	KWMTBOMO08409	14	8156320	1042	-1	SWUPr00114000	10	10006466	932	1
149	KWMTBOMO08421	14	8548843	16313	1	SWUPr00113950	10	9649444	6415	-1
0	KWMTBOMO08425	14	8806149	67797	-1	SWUPr00113910	10	9438620	49180	1
0	KWMTBOMO08434	14	9094202	18050	1	SWUPr00113880	10	9297744	167867	-1
149	KWMTBOMO08435	14	9128381	9222	-1	SWUPr00113870	10	9110723	11867	1
0	KWMTBOMO08437	14	9188371	51751	-1	SWUPr00113860	10	9098008	9995	1
0	KWMTBOMO08440	14	9191382	4296	1	SWUPr00113850	10	9057085	4101	-1
0	KWMTBOMO08441	14	9284801	85879	-1	SWUPr00113820	10	9000739	48159	1
149	KWMTBOMO08458	14	9582616	1408	-1	SWUPr00113680	10	8692503	1307	1
149	KWMTBOMO08459	14	9585287	1367	1	SWUPr00113670	10	8686197	1157	-1
0	KWMTBOMO08460	14	9608677	8519	1	SWUPr00113660	10	8649807	3620	-1
0	KWMTBOMO08461	14	9618977	15347	1	SWUPr00113650	10	8644853	25268	-1
149	KWMTBOMO08468	14	10360747	2721	1	SWUPr00113520	10	7828861	2534	-1
149	KWMTBOMO08469	14	10446237	23264	1	SWUPr00113500	10	7735488	13198	-1
150	KWMTBOMO08487	14	10732384	1100	1	SWUPr00114190	10	10918281	407	1
150	KWMTBOMO08488	14	10741414	764	1	SWUPr00114200	10	10930158	638	1
0	KWMTBOMO08492	14	10805114	7971	1	SWUPr00114230	10	10975016	5482	1
0	KWMTBOMO08493	14	10814104	1340	1	SWUPr00114270	10	10989485	1962	1
0	KWMTBOMO08495	14	10832583	8757	-1	SWUPr00114290	10	11009904	4945	-1
0	KWMTBOMO08496	14	10833944	3026	1	SWUPr00114310	10	11028673	4208	1
150	KWMTBOMO08500	14	10934833	8553	-1	SWUPr00114330	10	11107897	9236	-1
151	KWMTBOMO08510	14	11108374	4760	1	SWUPr00114440	10	11263662	884	1
151	KWMTBOMO08515	14	11429571	22950	-1	SWUPr00114460	10	11545196	1745	-1
151	KWMTBOMO08517	14	11535012	3335	1	SWUPr00114470	10	11661393	3246	1
151	KWMTBOMO08518	14	11559111	3035	-1	SWUPr00114480	10	11687735	1754	-1
151	KWMTBOMO08521	14	11872848	19204	1	SWUPr00114500	10	11989369	43444	1
0	KWMTBOMO08528	14	12170088	1288	-1	SWUPr00114790	10	13163843	1166	1
0	KWMTBOMO08530	14	12183099	1558	1	SWUPr00114760	10	13133961	1389	-1
0	KWMTBOMO08531	14	12190129	916	1	SWUPr00114750	10	13131025	3355	-1
151	KWMTBOMO08536	14	12421243	5257	1	SWUPr00114690	10	12886664	3245	-1
0	KWMTBOMO08538	14	12443363	12255	1	SWUPr00114660	10	12819364	1872	-1
0	KWMTBOMO08539	14	12460952	4125	-1	SWUPr00114650	10	12809440	14914	1
0	KWMTBOMO08540	14	12469523	19723	1	SWUPr00114630	10	12778731	24526	1
0	KWMTBOMO08541	14	12493082	2268	-1	SWUPr00114640	10	12808343	1716	-1
0	KWMTBOMO08543	14	12518432	3489	-1	SWUPr00114610	10	12757611	3764	1
0	KWMTBOMO08545	14	12618603	8321	1	SWUPr00114600	10	12683881	18369	-1
0	KWMTBOMO08558	14	13100962	7076	1	SWUPr00114540	10	12243569	10758	-1
0	KWMTBOMO08559	14	13161171	46269	-1	SWUPr00114530	10	12210707	16510	1
152	KWMTBOMO08561	14	13212695	6868	1	SWUPr00115030	10	13748788	7946	-1
0	KWMTBOMO08562	14	13222264	2405	-1	SWUPr00115020	10	13737412	1961	1
152	KWMTBOMO08564	14	13268665	4880	1	SWUPr00114990	10	13682097	6112	-1
152	KWMTBOMO08565	14	13284684	10312	-1	SWUPr00114980	10	13656186	5703	1
152	KWMTBOMO08567	14	13311954	1601	-1	SWUPr00114950	10	13613247	3672	1
0	KWMTBOMO08586	15	367737	1639	-1	SWUPr00051620	5	382354	1358	-1
153	KWMTBOMO08588	15	409517	4267	-1	SWUPr00052420	5	2372788	3072	1
0	KWMTBOMO08590	15	520997	84818	-1	SWUPr00052390	5	2278541	63598	1
0	KWMTBOMO08593	15	527628	2048	1	SWUPr00052360	5	2207523	1570	-1
0	KWMTBOMO08594	15	532517	2363	-1	SWUPr00052350	5	2204109	1809	1
0	KWMTBOMO08596	15	540947	3428	-1	SWUPr00052340	5	2201098	1036	1
0	KWMTBOMO08602	15	823393	2420	1	SWUPr00052220	5	1760863	822	-1
0	KWMTBOMO08603	15	827413	4665	1	SWUPr00052210	5	1759485	2081	-1
0	KWMTBOMO08605	15	858233	41244	1	SWUPr00052200	5	1690376	46998	-1
153	KWMTBOMO08608	15	930033	4315	1	SWUPr00052190	5	1592052	9597	-1
0	KWMTBOMO08612	15	962512	1463	-1	SWUPr00052160	5	1550038	2789	1
0	KWMTBOMO08615	15	971693	1319	1	SWUPr00052150	5	1545278	2099	-1
0	KWMTBOMO08616	15	978402	1433	-1	SWUPr00052140	5	1540873	1478	1
0	KWMTBOMO08617	15	980433	3834	1	SWUPr00052130	5	1534728	18715	-1
153	KWMTBOMO08619	15	1028193	8719	1	SWUPr00052110	5	1460437	20909	-1
154	KWMTBOMO08624	15	1194794	27532	1	SWUPr00052070	5	1321927	39421	-1
0	KWMTBOMO08628	15	1328593	52165	-1	SWUPr00052050	5	1260176	10607	1
0	KWMTBOMO08629	15	1352353	15422	-1	SWUPr00052030	5	1156996	22727	1
0	KWMTBOMO08632	15	1437323	2143	1	SWUPr00051970	5	1062011	1551	-1
0	KWMTBOMO08634	15	1449812	4943	-1	SWUPr00051960	5	1036705	30306	1
154	KWMTBOMO08636	15	1464452	5712	-1	SWUPr00051950	5	1014357	20942	1
154	KWMTBOMO08637	15	1464913	7915	1	SWUPr00051940	5	1012388	13124	-1
0	KWMTBOMO08638	15	1497932	13598	-1	SWUPr00051930	5	964564	27071	1
0	KWMTBOMO08639	15	1499593	1627	1	SWUPr00051920	5	961338	1808	-1
0	KWMTBOMO08640	15	1509712	7590	-1	SWUPr00051910	5	944821	14018	1
0	KWMTBOMO08642	15	1522872	3173	-1	SWUPr00051880	5	925850	2720	1
154	KWMTBOMO08643	15	1531332	6698	-1	SWUPr00051870	5	909140	13565	1
154	KWMTBOMO08647	15	1554253	4874	1	SWUPr00051840	5	869843	10257	-1
0	KWMTBOMO08652	15	1644293	4513	1	SWUPr00051780	5	688212	2042	-1
0	KWMTBOMO08653	15	1655802	4198	-1	SWUPr00051770	5	662928	3501	1
0	KWMTBOMO08655	15	1660013	14833	1	SWUPr00051760	5	656804	31088	-1
0	KWMTBOMO08656	15	1680482	4332	-1	SWUPr00051750	5	621069	2780	1
0	KWMTBOMO08657	15	1681453	5092	1	SWUPr00051740	5	620551	11163	-1
0	KWMTBOMO08658	15	1694103	18094	1	SWUPr00051730	5	594701	31077	-1
154	KWMTBOMO08662	15	1745887	1562	1	SWUPr00051700	5	541080	16630	-1
155	KWMTBOMO08665	15	1772327	15664	1	SWUPr00052460	5	2406634	4109	1
155	KWMTBOMO08666	15	1795667	3307	1	SWUPr00052480	5	2424937	4508	1
155	KWMTBOMO08670	15	1853037	17727	1	SWUPr00052520	5	2519033	15203	1
155	KWMTBOMO08673	15	1910667	25454	1	SWUPr00052540	5	2604938	15191	1
155	KWMTBOMO08674	15	1950876	9731	-1	SWUPr00052550	5	2637649	11122	-1
155	KWMTBOMO08683	15	2242152	35329	1	SWUPr00052620	5	2957765	1854	1
155	KWMTBOMO08684	15	2287021	9122	-1	SWUPr00052630	5	2967785	6698	-1
0	KWMTBOMO08685	15	2352911	59633	-1	SWUPr00052650	5	3164199	191076	-1
0	KWMTBOMO08686	15	2475532	14643	1	SWUPr00052660	5	3165352	21194	1
0	KWMTBOMO08696	15	2670956	1581	1	SWUPr00052760	5	3359846	1418	1
156	KWMTBOMO08698	15	2787786	28328	1	SWUPr00052770	5	3504206	21832	1
156	KWMTBOMO08699	15	2869116	4604	1	SWUPr00052790	5	3585250	9855	1
156	KWMTBOMO08702	15	2976604	4771	1	SWUPr00052800	5	3670160	3637	1
156	KWMTBOMO08704	15	3069833	10252	-1	SWUPr00052850	5	3797642	9568	-1
156	KWMTBOMO08705	15	3071294	2989	1	SWUPr00052860	5	3799343	1028	1
0	KWMTBOMO08706	15	3151863	76375	-1	SWUPr00052880	5	3855153	51239	-1
0	KWMTBOMO08707	15	3158784	8850	1	SWUPr00052900	5	3902674	11061	1
0	KWMTBOMO08709	15	3209343	11512	-1	SWUPr00052920	5	4010196	42505	-1
0	KWMTBOMO08715	15	3439095	2089	1	SWUPr00052950	5	4276461	2149	1
0	KWMTBOMO08716	15	3447964	4741	-1	SWUPr00052960	5	4285745	6169	-1
0	KWMTBOMO08717	15	3452214	522	-1	SWUPr00052970	5	4290744	626	-1
0	KWMTBOMO08718	15	3465364	1070	-1	SWUPr00052980	5	4298675	5622	-1
156	KWMTBOMO08727	15	3608685	18605	1	SWUPr00053050	5	4412030	7674	1
156	KWMTBOMO08729	15	3641944	5440	-1	SWUPr00053060	5	4434768	10448	-1
0	KWMTBOMO08734	15	3830107	39881	-1	SWUPr00053090	5	4708855	103113	-1
0	KWMTBOMO08736	15	3838327	4479	-1	SWUPr00053120	5	4725923	2656	-1
0	KWMTBOMO08737	15	3839108	9205	1	SWUPr00053140	5	4730273	15221	1
0	KWMTBOMO08738	15	3857077	5704	-1	SWUPr00053130	5	4731156	1291	-1
0	KWMTBOMO08739	15	3923898	56316	1	SWUPr00053150	5	4775822	83253	1
156	KWMTBOMO08740	15	4054327	64118	-1	SWUPr00053160	5	4903246	29992	-1
0	KWMTBOMO08750	15	4164080	4682	-1	SWUPr00053200	5	5034837	7941	-1
0	KWMTBOMO08751	15	4184381	13851	1	SWUPr00053210	5	5049566	4088	1
0	KWMTBOMO08752	15	4217570	17815	-1	SWUPr00053220	5	5087476	31123	-1
0	KWMTBOMO08753	15	4241260	11309	-1	SWUPr00053230	5	5107703	12107	-1
0	KWMTBOMO08754	15	4263770	10797	-1	SWUPr00053240	5	5131172	11942	-1
0	KWMTBOMO08756	15	4284631	8262	1	SWUPr00053260	5	5150420	6474	1
0	KWMTBOMO08759	15	4585958	5886	-1	SWUPr00053460	5	5856805	14414	1
0	KWMTBOMO08760	15	4587059	8070	1	SWUPr00053450	5	5855574	7695	-1
0	KWMTBOMO08761	15	4603919	29767	1	SWUPr00053430	5	5827250	13514	-1
156	KWMTBOMO08762	15	4639519	8062	1	SWUPr00053420	5	5808424	9427	-1
0	KWMTBOMO08767	15	4749738	985	-1	SWUPr00053350	5	5669824	1261	1
0	KWMTBOMO08768	15	4751729	4050	1	SWUPr00053340	5	5666968	3469	-1
0	KWMTBOMO08770	15	4859159	1309	1	SWUPr00053300	5	5542027	980	-1
157	KWMTBOMO08775	15	4992679	3834	1	SWUPr00057960	5	15915010	3986	-1
157	KWMTBOMO08776	15	4999258	2188	-1	SWUPr00057950	5	15908601	1783	1
157	KWMTBOMO08777	15	5016658	11837	-1	SWUPr00057940	5	15879562	22154	1
157	KWMTBOMO08780	15	5196618	44175	-1	SWUPr00057900	5	15702606	30647	1
0	KWMTBOMO08788	15	5378538	6577	1	SWUPr00057860	5	15492303	3920	-1
0	KWMTBOMO08789	15	5386938	1723	1	SWUPr00057840	5	15485811	312	-1
0	KWMTBOMO08791	15	5401977	3129	-1	SWUPr00057830	5	15483899	1211	1
0	KWMTBOMO08792	15	5421678	5750	1	SWUPr00057820	5	15481571	3679	-1
0	KWMTBOMO08793	15	5434137	3976	-1	SWUPr00057810	5	15466766	6610	1
0	KWMTBOMO08794	15	5446798	24110	1	SWUPr00057770	5	15460590	37923	-1
0	KWMTBOMO08797	15	5480567	4773	-1	SWUPr00057740	5	15396035	3442	1
0	KWMTBOMO08798	15	5486658	6617	1	SWUPr00057730	5	15389971	12052	-1
0	KWMTBOMO08799	15	5497687	2346	-1	SWUPr00057720	5	15372798	3751	1
0	KWMTBOMO08802	15	5527998	1477	1	SWUPr00057710	5	15370964	1136	-1
157	KWMTBOMO08805	15	5577227	3995	-1	SWUPr00057680	5	15272502	1633	1
